m49,country,vulnerability_index,concentration_index,emissions_exposure_index,trade_weighted_emissions_intensity,high_emissions_import_share,emissions_data_coverage,overlap_index,overlap_tier,priority_action
132,Cabo Verde,0.79,0.19,0.017750800660482874,0.12513168440045486,0.002097305701886705,0.05804576361653246,0.48110032026419314,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
178,Congo,0.79,0.12,0.013342771133831755,0.09054774933122156,0.000578373964372593,0.2507320883806924,0.47933710845353267,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
140,Central African Republic,0.78,0.1,0.02426878634464341,0.18616450747963365,0.001395377470125926,0.09029597050555073,0.4777075145378573,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
446,"China, Macao SAR",0.77,0.18,0.018243189184768704,0.1367240242683916,0.0017824867904996774,0.04045549101224135,0.46929727567390744,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
478,Mauritania,0.78,0.18,0.0025077138377716033,0.019326367939367012,0.0002221523154108845,0.0321399267708134,0.4690030855351086,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
024,Angola,0.76,0.09,0.030347416451785226,0.21100911372583275,0.002576571198859854,0.132850939026945,0.4681389665807141,Critical overlap,Prioritize low-emissions substitution and strategic food buffers
862,Venezuela (Bolivarian Republic of),0.77,0.24,0.00012777856141508713,0.000758534204087036,3.093732170569686e-05,5.863701672126265e-05,0.462051111424566,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
562,Niger,0.76,0.5,0.0009470966793010025,0.007230366611662959,0.00010435485869699915,0.006811328589535382,0.45637883867172035,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
626,Timor-Leste,0.74,0.28,0.006417659027249869,0.0500932533013968,0.0004955668999431368,0.03916884536089024,0.44656706361089993,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
270,Gambia,0.74,0.2,0.0021898276248979083,0.01897841148407616,4.297932694374006e-06,0.06778699445566683,0.44487593104995915,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
275,Palestine,0.73,0.61,0.007655764549812349,0.05885027569866997,0.0007947875720208928,0.008816972699369985,0.44106230581992495,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
499,Montenegro,0.7,0.16,0.044038030622464946,0.36165854228880145,0.0007705755409504334,0.09534324764504858,0.437615212248986,Critical overlap,Prioritize low-emissions substitution and strategic food buffers
212,Dominica,0.7,0.15,0.008140750324592598,0.05846955933592949,0.0006968641114982578,0.10093598414975746,0.423256300129837,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
072,Botswana,0.7,0.98,0.0026293784661356704,0.01983584730633739,0.00030547700654953914,0.005458416358620664,0.42105175138645423,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
392,Japan,0.69,0.06,0.013240643655717737,0.08283773461557814,0.0025383339100393826,0.025845944879542726,0.41929625746228705,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
352,Iceland,0.67,0.06,0.005432056184039734,0.04387473898816412,0.00038579869567438157,0.018533551988819445,0.4041728224736159,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
682,Saudi Arabia,0.63,0.01,0.05967631110670346,0.3821274717112155,0.009825644554900785,0.05439117295800644,0.4018705244426814,Critical overlap,Prioritize low-emissions substitution and strategic food buffers
470,Malta,0.65,0.14,0.02559915601880017,0.20330885547007754,0.0018151203386164922,0.03367186155210995,0.40023966240752007,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
070,Bosnia and Herzegovina,0.59,0.08,0.1135920533791003,0.966641862105542,0.0002625343889522273,0.08546491584042956,0.3994368213516401,Critical overlap,Prioritize low-emissions substitution and strategic food buffers
578,Norway,0.65,0.03,0.008335182393799044,0.06427035605977172,0.0008808391929160455,0.003254041153515579,0.39333407295751965,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
180,Democratic Republic of the Congo,0.64,0.04,0.019838131004774922,0.14622198827522156,0.0019662135801659284,0.052649295857314,0.39193525240190996,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
410,Republic of Korea,0.58,0.07,0.0948531922302465,0.6535302027077474,0.012804168701608144,0.04773955558826279,0.38594127689209856,High emissions,Decarbonize food import basket through supplier standards and product switching
242,Fiji,0.46,0.19,0.2747729199512267,1.505238969260292,0.05934644953548924,0.07631431638087315,0.3859091679804907,High emissions,Decarbonize food import basket through supplier standards and product switching
591,Panama,0.64,0.2,0.0024610528386543595,0.018439807087663667,0.00028914708556235637,0.009051258918624632,0.3849844211354618,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
048,Bahrain,0.48,0.02,0.23277807496450775,1.5303067385002662,0.03063154023450617,0.09281062473302251,0.3811112299858031,High emissions,Decarbonize food import basket through supplier standards and product switching
052,Barbados,0.57,0.24,0.0821984978946063,0.47630100420434257,0.01764672003685999,0.04041006738466855,0.3748793991578425,High emissions,Decarbonize food import basket through supplier standards and product switching
670,Saint Vincent and the Grenadines,0.61,0.27,0.017725984190349788,0.11947221613327488,0.001863217886891714,0.12190166256365292,0.3730903936761399,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
064,Bhutan,0.62,1.0,0.0019338402879158002,0.014749867823416621,0.00019665757755683215,0.019866197209731526,0.37277353611516634,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
266,Gabon,0.6,0.09,0.025206816867629742,0.1685562429150041,0.0022506607651344534,0.1616055615526402,0.3700827267470519,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
158,"China, Taiwan Province of",0.59,0.09,0.03801699596806347,0.22557576350396347,0.007973623935555911,0.032664829559361175,0.36920679838722537,Critical overlap,Prioritize low-emissions substitution and strategic food buffers
426,Lesotho,0.6,0.95,0.018452732059171646,0.13922983652611948,0.001973795742413601,0.019275386888183865,0.36738109282366865,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
008,Albania,0.59,0.07,0.01026037451492803,0.07977542858520735,0.0008630739067314776,0.030951759323775772,0.3581041498059712,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
678,Sao Tome and Principe,0.59,0.34,0.006830060905960525,0.04930755360556755,0.0008114761989904686,0.03706658230981886,0.3567320243623842,High vulnerability,"Strengthen resilience: diversify import partners, stocks, and shock monitoring"
400,Jordan,0.54,0.02,0.08040417426182639,0.477920096840208,0.0164765834042415,0.03952127919158422,0.35616166970473057,High emissions,Decarbonize food import basket through supplier standards and product switching
422,Lebanon,0.58,0.03,0.004251752132991486,0.029123463475125514,0.0006890411307643969,0.008110050956216242,0.34970070085319654,Moderate/Low,Maintain monitoring and incremental efficiency improvements
762,Tajikistan,0.58,0.37,9.875734516309547e-05,0.0009354103473319946,0.0,0.0038565742441719715,0.34803950293806524,Moderate/Low,Maintain monitoring and incremental efficiency improvements
388,Jamaica,0.54,0.2,0.04217006177943296,0.26640470358060836,0.008050267605796574,0.020143343981367866,0.3408680247117732,High emissions,Decarbonize food import basket through supplier standards and product switching
156,"China, mainland",0.52,0.16,0.06580494600710028,0.40530418686913305,0.012243201213348672,0.046440307455998156,0.3383219784028401,High emissions,Decarbonize food import basket through supplier standards and product switching
512,Oman,0.49,0.1,0.09866242763226418,0.6813540702534971,0.012936519310862985,0.05252219601984432,0.3334649710529057,High emissions,Decarbonize food import basket through supplier standards and product switching
740,Suriname,0.55,0.13,0.0022670769268405325,0.01874877842885988,6.464345332932797e-05,0.06908103627258243,0.33090683077073624,Moderate/Low,Maintain monitoring and incremental efficiency improvements
196,Cyprus,0.53,0.09,0.028499000986563026,0.18714271826895532,0.004663601437047957,0.036914269442489205,0.32939960039462524,Moderate/Low,Maintain monitoring and incremental efficiency improvements
608,Philippines,0.54,0.09,0.005456007246667232,0.042539764702099865,0.0004936172328344877,0.01826065331891977,0.3261824028986669,Moderate/Low,Maintain monitoring and incremental efficiency improvements
376,Israel,0.52,0.01,0.02132671965699763,0.1538301340604121,0.0029483278831671533,0.00574299488287325,0.32053068786279904,Moderate/Low,Maintain monitoring and incremental efficiency improvements
860,Uzbekistan,0.43,0.21,0.15392624095953558,0.9705688555976961,0.025610443534783454,0.06315733884316616,0.31957049638381424,High emissions,Decarbonize food import basket through supplier standards and product switching
222,El Salvador,0.47,0.14,0.08496201278988479,0.6220013348033208,0.010278097497974415,0.02149825547809725,0.3159848051159539,High emissions,Decarbonize food import basket through supplier standards and product switching
516,Namibia,0.52,0.64,0.0028198946636388894,0.023586160037910392,0.00011791377166109358,0.034563196219639984,0.31312795786545555,Moderate/Low,Maintain monitoring and incremental efficiency improvements
686,Senegal,0.52,0.16,0.0013224252049156141,0.008178025292387812,0.0002823881512671883,0.00047952704932164046,0.31252897008196623,Moderate/Low,Maintain monitoring and incremental efficiency improvements
826,United Kingdom of Great Britain and Northern Ireland,0.5,0.02,0.020839928191447817,0.13932343980965653,0.003283506600309588,0.03343536398201573,0.30833597127657913,Moderate/Low,Maintain monitoring and incremental efficiency improvements
417,Kyrgyzstan,0.51,0.24,0.0047668616062144014,0.03236357556174769,0.000673232521983733,0.04946450220499092,0.30790674464248574,Moderate/Low,Maintain monitoring and incremental efficiency improvements
246,Finland,0.5,0.07,0.013214081886555009,0.09566427213981614,0.0017647221180805527,0.010384633519714977,0.305285632754622,Moderate/Low,Maintain monitoring and incremental efficiency improvements
780,Trinidad and Tobago,0.47,0.12,0.05713345916216888,0.34281657035248464,0.011492597195129196,0.03935331557604182,0.3048533836648675,High emissions,Decarbonize food import basket through supplier standards and product switching
344,"China, Hong Kong SAR",0.47,0.14,0.03888218628128083,0.2635222485986046,0.005088661039061203,0.06857776805258238,0.29755287451251233,High emissions,Decarbonize food import basket through supplier standards and product switching
031,Azerbaijan,0.46,0.13,0.006976122674492995,0.05702009863072846,0.00044201820311327367,0.02007400850235014,0.2787904490697972,Moderate/Low,Maintain monitoring and incremental efficiency improvements
598,Papua New Guinea,0.21,0.24,0.3697510507573877,2.0623790073067374,0.06893908994298363,0.11910555303227399,0.2739004203029551,High emissions,Decarbonize food import basket through supplier standards and product switching
508,Mozambique,0.45,0.16,0.004989878989507087,0.038597897413719225,0.00046286792768697574,0.021487734249037892,0.27199595159580287,Moderate/Low,Maintain monitoring and incremental efficiency improvements
752,Sweden,0.43,0.05,0.023455697580908434,0.18385631108196399,0.0018718777599528867,0.030726009203155928,0.2673822790323634,Moderate/Low,Maintain monitoring and incremental efficiency improvements
204,Benin,0.44,0.54,0.0012234963051092624,0.010759362803776713,1.6345629423876497e-05,0.033910097948460054,0.26448939852204373,Moderate/Low,Maintain monitoring and incremental efficiency improvements
262,Djibouti,0.44,0.22,0.00016839114582089222,0.0015140183501689232,4.6781277962445695e-06,0.001720275175982662,0.26406735645832835,Moderate/Low,Maintain monitoring and incremental efficiency improvements
818,Egypt,0.42,0.13,0.012611509202747952,0.08962036067110721,0.0018133845073803087,0.008698949437081728,0.25704460368109916,Moderate/Low,Maintain monitoring and incremental efficiency improvements
442,Luxembourg,0.41,0.25,0.020332225770062915,0.15026874839384588,0.0022949723862175577,0.02701831633306461,0.25413289030802516,Moderate/Low,Maintain monitoring and incremental efficiency improvements
214,Dominican Republic,0.4,0.19,0.023612948800721834,0.18937951468260947,0.0010618988837809795,0.06927395481764333,0.24944517952028872,Moderate/Low,Maintain monitoring and incremental efficiency improvements
807,North Macedonia,0.37,0.05,0.05895839468163019,0.4985654305036061,0.000349166036685492,0.08562638245868888,0.24558335787265206,High emissions,Decarbonize food import basket through supplier standards and product switching
504,Morocco,0.4,0.09,0.007933832762981409,0.05391434062881243,0.0013456972032066148,0.0017918439669918854,0.24317353310519255,Moderate/Low,Maintain monitoring and incremental efficiency improvements
784,United Arab Emirates,0.29,,0.17274182899096055,1.1413858038093205,0.023975095026475626,0.07533131892442144,0.24309673159638423,High emissions,Decarbonize food import basket through supplier standards and product switching
191,Croatia,0.36,0.04,0.0473714786336301,0.40257600071535904,0.0009121682907711844,0.056479304219248974,0.23494859145345204,High emissions,Decarbonize food import basket through supplier standards and product switching
620,Portugal,0.34,0.24,0.07622424278706828,0.6093831008924246,0.004178421884767627,0.05489926552905217,0.23448969711482734,High emissions,Decarbonize food import basket through supplier standards and product switching
466,Mali,0.39,0.16,1.6717232159336774e-05,0.0001637201045484946,9.92297784595966e-07,7.739922719848536e-05,0.23400668689286372,Moderate/Low,Maintain monitoring and incremental efficiency improvements
108,Burundi,0.37,0.1,8.037801937456473e-05,0.0007680722331972975,0.0,0.0005635477498343417,0.22203215120774983,Moderate/Low,Maintain monitoring and incremental efficiency improvements
268,Georgia,0.35,0.07,0.009594782599512353,0.0795210906855115,0.00032220907789054233,0.0569760081356495,0.21383791303980493,Moderate/Low,Maintain monitoring and incremental efficiency improvements
788,Tunisia,0.35,0.11,0.004204912878570378,0.029284276843581588,0.0006675212285719295,0.0008895329639874378,0.21168196515142815,Moderate/Low,Maintain monitoring and incremental efficiency improvements
756,Switzerland,0.33,0.07,0.03052633615569588,0.2086950403674626,0.004739786624365469,0.01999531391873802,0.21021053446227836,High emissions,Decarbonize food import basket through supplier standards and product switching
703,Slovakia,0.33,0.13,0.016915727785947927,0.12955447768065367,0.0011534054431113657,0.072300143882826,0.2047662911143792,Moderate/Low,Maintain monitoring and incremental efficiency improvements
300,Greece,0.22,0.03,0.1442275662048789,0.9521474867213631,0.018260840325504492,0.09861148000383493,0.18969102648195157,High emissions,Decarbonize food import basket through supplier standards and product switching
768,Togo,0.31,0.13,0.0007267709873058319,0.006341607099205457,2.132780341671411e-05,0.01678005948816553,0.18629070839492234,Moderate/Low,Maintain monitoring and incremental efficiency improvements
705,Slovenia,0.3,0.05,0.013022741537418727,0.1094866403160794,0.0005556239171964804,0.02746469364999243,0.18520909661496748,Moderate/Low,Maintain monitoring and incremental efficiency improvements
450,Madagascar,0.3,0.22,1.5042878078789617e-06,2.312432064956464e-05,9.60212629484673e-07,2.880637888454019e-06,0.18000060171512314,Moderate/Low,Maintain monitoring and incremental efficiency improvements
702,Singapore,0.28,0.07,0.029550462937097677,0.18589296706478625,0.005501665492265379,0.030976795399681366,0.17982018517483908,Moderate/Low,Maintain monitoring and incremental efficiency improvements
276,Germany,0.28,0.06,0.02241417810397748,0.16089691411297485,0.0028172156337943474,0.029987794141211502,0.17696567124159102,Moderate/Low,Maintain monitoring and incremental efficiency improvements
840,United States of America,0.26,0.08,0.04713924348522747,0.29851327811497724,0.009127163007572792,0.014031695372953127,0.174855697394091,High emissions,Decarbonize food import basket through supplier standards and product switching
120,Cameroon,0.29,0.16,0.0001751973956647441,0.0013935962263388927,1.7464589181014463e-05,0.0002848911110152984,0.17407007895826587,Moderate/Low,Maintain monitoring and incremental efficiency improvements
233,Estonia,0.28,0.08,0.015105449407229509,0.10071551022646615,0.002357308442841339,0.03808015118420585,0.17404217976289182,Moderate/Low,Maintain monitoring and incremental efficiency improvements
051,Armenia,0.28,0.11,0.0034424648532576925,0.02919269784368748,7.892024092640972e-05,0.05300267108403053,0.1693769859413031,Moderate/Low,Maintain monitoring and incremental efficiency improvements
642,Romania,0.27,0.04,0.015086785722020454,0.12434664571093765,0.0006148957122132164,0.04988457506787451,0.16803471428880817,Moderate/Low,Maintain monitoring and incremental efficiency improvements
854,Burkina Faso,0.28,0.2,3.7827436846560934e-06,5.819867149112008e-05,0.0,0.00011641848564974897,0.16800151309747388,Moderate/Low,Maintain monitoring and incremental efficiency improvements
496,Mongolia,0.27,0.13,0.005457312895358457,0.043006290538608556,0.0003442489728965071,0.05466128158437298,0.1641829251581434,Moderate/Low,Maintain monitoring and incremental efficiency improvements
380,Italy,0.22,0.02,0.07263532855187187,0.5294496968631022,0.007071957671010076,0.06549243167566707,0.16105413142074876,High emissions,Decarbonize food import basket through supplier standards and product switching
250,France,0.21,0.06,0.07842489384984472,0.5288811244781955,0.011399792618951058,0.04720948205667813,0.15736995753993788,High emissions,Decarbonize food import basket through supplier standards and product switching
203,Czechia,0.25,0.09,0.014216308195617311,0.1191354733450988,0.0004912437567424531,0.04422063749819641,0.15568652327824692,Moderate/Low,Maintain monitoring and incremental efficiency improvements
398,Kazakhstan,0.25,0.28,0.008084545623228695,0.07111662716198344,8.458521460784933e-05,0.03661264984804809,0.15323381824929147,Moderate/Low,Maintain monitoring and incremental efficiency improvements
040,Austria,0.24,0.17,0.017560420416333638,0.14318611538665135,0.0010254503145456211,0.030256040248281258,0.15102416816653344,Moderate/Low,Maintain monitoring and incremental efficiency improvements
704,Viet Nam,0.24,0.06,0.0024176333260591786,0.01800906850045977,0.000290956411432125,0.009297644120313827,0.14496705333042367,Moderate/Low,Maintain monitoring and incremental efficiency improvements
586,Pakistan,0.24,0.23,0.00018611843694694115,0.0014987749839232753,1.7225062010223235e-05,2.1775078390282205e-05,0.14407444737477876,Moderate/Low,Maintain monitoring and incremental efficiency improvements
428,Latvia,0.23,0.07,0.013988248282309127,0.10666185273220445,0.0013030995946741273,0.03302711265752675,0.14359529931292367,Moderate/Low,Maintain monitoring and incremental efficiency improvements
404,Kenya,0.23,0.16,0.00045840849843583356,0.004260279947848064,2.5700737020035525e-07,0.0023721780269492787,0.13818336339937434,Moderate/Low,Maintain monitoring and incremental efficiency improvements
231,Ethiopia,0.23,0.18,0.00013171438920920274,0.0008440647636999088,2.7559351586681147e-05,9.082941227159702e-05,0.1380526857556837,Moderate/Low,Maintain monitoring and incremental efficiency improvements
458,Malaysia,0.2,0.03,0.04153380345175051,0.25238830293746006,0.008404748356681535,0.028542037762351796,0.1366135213807002,High emissions,Decarbonize food import basket through supplier standards and product switching
792,Türkiye,0.21,0.07,0.01907711445772609,0.14505438277195656,0.0020494622670736797,0.012026224394099037,0.13363084578309042,Moderate/Low,Maintain monitoring and incremental efficiency improvements
716,Zimbabwe,0.22,0.25,0.00041086844457665777,0.0038119219397971665,0.0,0.005621764319316214,0.13216434737783067,Moderate/Low,Maintain monitoring and incremental efficiency improvements
056,Belgium,0.2,0.12,0.022825939236928827,0.1430823980531319,0.004428790247507405,0.020598276110423964,0.12913037569477154,Moderate/Low,Maintain monitoring and incremental efficiency improvements
328,Guyana,0.21,0.12,0.005862174537404484,0.04352893775496308,0.0007282544983036999,0.005101728666978494,0.1283448698149618,Moderate/Low,Maintain monitoring and incremental efficiency improvements
288,Ghana,0.21,0.07,0.00491705868256146,0.036352139997510746,0.00044712930113222034,0.06474049918514001,0.12796682347302457,Moderate/Low,Maintain monitoring and incremental efficiency improvements
144,Sri Lanka,0.21,0.16,0.002051193466297224,0.013445624534721324,0.0003845278305862665,0.0006575425903025157,0.1268204773865189,Moderate/Low,Maintain monitoring and incremental efficiency improvements
170,Colombia,0.21,0.25,0.0012155817692754772,0.011143777651453832,3.2990343726391286e-06,0.009298157739574453,0.1264862327077102,Moderate/Low,Maintain monitoring and incremental efficiency improvements
356,India,0.21,0.13,0.0003824847808203271,0.002209365577088429,9.36165356491858e-05,0.00017416469674972363,0.12615299391232812,Moderate/Low,Maintain monitoring and incremental efficiency improvements
528,Netherlands (Kingdom of the),0.18,0.03,0.0413639993747917,0.2952170369064238,0.00511757623309496,0.03799198189469066,0.12454559974991668,High emissions,Decarbonize food import basket through supplier standards and product switching
372,Ireland,0.19,0.16,0.022614042876682644,0.13954500063176387,0.004444711172461902,0.027503114016137312,0.12304561715067305,Moderate/Low,Maintain monitoring and incremental efficiency improvements
484,Mexico,0.19,0.62,0.02126528404283567,0.17631142684792692,0.0002463497235239387,0.09635835401039487,0.12250611361713426,Moderate/Low,Maintain monitoring and incremental efficiency improvements
724,Spain,0.19,0.02,0.020583675964225757,0.16489623918165733,0.0015289349349002438,0.020275256158367852,0.1222334703856903,Moderate/Low,Maintain monitoring and incremental efficiency improvements
116,Cambodia,0.2,0.11,0.002231911791957558,0.015165047014352616,0.00037759235621734544,0.0033782203087227938,0.12089276471678302,Moderate/Low,Maintain monitoring and incremental efficiency improvements
100,Bulgaria,0.19,0.03,0.016137416351757892,0.12865304337164837,0.0008875730729108923,0.057392796922614765,0.12045496654070315,Moderate/Low,Maintain monitoring and incremental efficiency improvements
208,Denmark,0.19,0.09,0.01339831986828656,0.10540921026176145,0.0011300117320373726,0.020063939926009158,0.11935932794731462,Moderate/Low,Maintain monitoring and incremental efficiency improvements
440,Lithuania,0.19,0.06,0.008124845808168074,0.07009677644942747,0.00019965363659294635,0.03247455530272037,0.11724993832326722,Moderate/Low,Maintain monitoring and incremental efficiency improvements
348,Hungary,0.19,0.05,0.0054574715922435825,0.047846162339043964,6.849801319381913e-05,0.036676892169263474,0.11618298863689742,Moderate/Low,Maintain monitoring and incremental efficiency improvements
340,Honduras,0.19,0.3,0.0007669455535805139,0.005872528638038836,8.511990153158839e-05,0.0036836616800887813,0.11430677822143219,Moderate/Low,Maintain monitoring and incremental efficiency improvements
124,Canada,0.17,0.31,0.026726211310795178,0.17038129820406916,0.005037633060555856,0.01764128538933076,0.11269048452431808,Moderate/Low,Maintain monitoring and incremental efficiency improvements
688,Serbia,0.18,0.0,0.011207387840670354,0.09445277720109353,0.0003391097654281822,0.04602737137738631,0.11248295513626815,Moderate/Low,Maintain monitoring and incremental efficiency improvements
320,Guatemala,0.18,0.18,0.004863588073838155,0.037872559444959535,0.00038822146911217777,0.037067013922117815,0.10994543522953526,Moderate/Low,Maintain monitoring and incremental efficiency improvements
748,Eswatini,0.18,0.69,0.001180000152063488,0.008673478106582984,0.00015307648953861354,0.00627845541183374,0.1084720000608254,Moderate/Low,Maintain monitoring and incremental efficiency improvements
604,Peru,0.17,0.14,0.0017141792550554279,0.015210747357871817,2.5165683031163554e-05,0.02204299004528442,0.10268567170202218,Moderate/Low,Maintain monitoring and incremental efficiency improvements
498,Republic of Moldova,0.17,0.08,0.0015649759192279918,0.0139084428340914,1.329161538318398e-05,0.03083034493514135,0.10262599036769121,Moderate/Low,Maintain monitoring and incremental efficiency improvements
616,Poland,0.16,0.06,0.014529229268899484,0.11939334356640618,0.0006720736180257337,0.043363600904774924,0.1018116917075598,Moderate/Low,Maintain monitoring and incremental efficiency improvements
360,Indonesia,0.16,0.09,0.012929069877674993,0.08264837440485388,0.0025404449901706913,0.003035998761028956,0.10117162795107,Moderate/Low,Maintain monitoring and incremental efficiency improvements
558,Nicaragua,0.16,0.16,0.0004565277762506449,0.003905033155207869,2.063660006994134e-05,0.01238697975549533,0.09618261111050026,Moderate/Low,Maintain monitoring and incremental efficiency improvements
710,South Africa,0.15,0.03,0.008645578392784846,0.06312223230716558,0.0010109328894190304,0.030690249065332874,0.09345823135711394,Moderate/Low,Maintain monitoring and incremental efficiency improvements
834,United Republic of Tanzania,0.15,0.19,0.002365865795260846,0.019116832478604896,0.00019014755028911548,0.003807862566121881,0.09094634631810433,Moderate/Low,Maintain monitoring and incremental efficiency improvements
800,Uganda,0.15,0.19,0.0005509138865203437,0.0046027684657463114,3.626494296975069e-05,0.0004482346951061185,0.09022036555460813,Moderate/Low,Maintain monitoring and incremental efficiency improvements
188,Costa Rica,0.14,0.17,0.01412945856939953,0.10871453608300437,0.0012431886567712963,0.033722295823618915,0.08965178342775981,Moderate/Low,Maintain monitoring and incremental efficiency improvements
418,Lao People's Democratic Republic,0.14,0.69,0.010258615815944321,0.07898755636476422,0.0011033228722856423,0.0014513667826418428,0.08810344632637773,Moderate/Low,Maintain monitoring and incremental efficiency improvements
894,Zambia,0.14,0.37,0.0013209106440907768,0.011831707977688979,0.0,0.03731083211299243,0.08452836425763631,Moderate/Low,Maintain monitoring and incremental efficiency improvements
218,Ecuador,0.14,0.17,0.0006357319663594647,0.004662731749593522,8.635459537800034e-05,0.00020054034047119957,0.0842542927865438,Moderate/Low,Maintain monitoring and incremental efficiency improvements
104,Myanmar,0.11,0.3,8.102970561525912e-05,0.0005143134602285098,1.7910925608649632e-05,2.4067806286622946e-05,0.06603241188224611,Moderate/Low,Maintain monitoring and incremental efficiency improvements
764,Thailand,0.1,0.08,0.0060627975802116435,0.03731830681961044,0.0012977339989509915,0.0013142371109369248,0.062425119032084656,Moderate/Low,Maintain monitoring and incremental efficiency improvements
036,Australia,0.1,0.04,0.0002868336365238512,0.002334109554663909,2.3986862468113675e-05,0.00016166903011968536,0.06011473345460954,Moderate/Low,Maintain monitoring and incremental efficiency improvements
858,Uruguay,0.09,0.25,0.009441782172389983,0.06431997548152502,0.001571499913349597,0.004926254867035213,0.05777671286895599,Moderate/Low,Maintain monitoring and incremental efficiency improvements
454,Malawi,0.09,0.17,0.0014138606900823475,0.012336771448561453,4.9721382680621804e-05,0.005764128863617799,0.05456554427603294,Moderate/Low,Maintain monitoring and incremental efficiency improvements
068,Bolivia (Plurinational State of),0.09,0.18,0.0001269086961866476,0.0011957880900123007,0.0,0.0035780613106292662,0.05405076347847466,Moderate/Low,Maintain monitoring and incremental efficiency improvements
384,Côte d'Ivoire,0.08,0.19,0.0020241406485769532,0.012742718692616018,0.000415632795171683,0.0006746217182121537,0.04880965625943078,Moderate/Low,Maintain monitoring and incremental efficiency improvements
804,Ukraine,0.07,0.02,0.0009339391049155827,0.00810027250070758,3.5758901329212e-05,0.007448936735888152,0.042373575641966234,Moderate/Low,Maintain monitoring and incremental efficiency improvements
032,Argentina,0.06,0.89,1.8603188175978564e-05,0.00019554863414451167,0.0,0.0005116673246881392,0.03600744127527039,Moderate/Low,Maintain monitoring and incremental efficiency improvements
554,New Zealand,0.05,0.11,0.010377274930722982,0.06625863036060453,0.002038558550092584,0.003968372620168879,0.034150909972289194,Moderate/Low,Maintain monitoring and incremental efficiency improvements
